participant_id,mean,stdev,max,min,entries
201.0,10.737229629622567,2.731537361715165,12.801714722183016,7.6398666666613675,3.0
203.0,10.813321388893655,2.092461942995567,13.135063055555026,8.068243888947697,4.0
205.0,9.736967072654993,1.2190890371705636,13.109594444433846,8.29427638888359,13.0
206.0,8.721229777759977,0.8519118111180339,9.819039722217454,8.005120000044505,5.0
207.0,13.956800555542662,0.29089696149301886,14.246704166664017,13.470387499994702,6.0
208.0,10.260109861112303,1.8337938786249608,12.060646666685741,7.707658333314789,4.0
209.0,9.370136944430845,1.1141143858531146,10.09445333328512,8.087231666710641,3.0
211.0,10.355715555553399,1.9423859188799188,13.345810833374658,7.590943055550258,14.0
213.0,12.102184537053107,3.5033993321361803,14.505715833372538,8.082425833344459,3.0
214.0,12.294864646467296,1.7050322517126555,14.763576388888891,9.550181944436497,11.0
215.0,12.672132820517588,1.0605469621582468,13.96728555560112,10.596358055538602,13.0
216.0,11.381549209407252,2.3033322282582445,14.56213138891591,8.212066111101045,13.0
217.0,9.661966157412087,1.9263256606315815,11.596682222220632,5.525652777751287,12.0
218.0,12.177760317462775,1.555017615247562,13.994228611124887,7.816930555568801,14.0
219.0,11.159315892860059,1.30938689681428,12.809701666699517,8.517146111130714,14.0
220.0,12.57650624997086,0.8649618882383183,13.188126666612096,11.964885833329625,2.0
221.0,8.96314006946153,3.1862350664615144,12.881337222258251,5.6369875000582805,4.0
222.0,10.547660694453452,2.83664429480672,12.553471111125415,8.541850277781487,2.0
223.0,12.316599563492671,1.2346287465053465,14.012470277812744,8.77198166668415,14.0
224.0,12.233767472227415,2.1050321782506254,14.82978916671541,8.163670277727975,10.0
225.0,12.130420833335984,1.8460808265561035,14.588222222261958,8.49006638891167,10.0
226.0,13.602432863243624,1.0981699228249502,14.911970277825992,11.606814999977749,13.0
227.0,11.818327307696016,3.5799980523100157,14.459565555585757,0.3145541666613685,13.0
228.0,12.771215444445609,2.4611623157213662,13.982873888942931,8.379602777759233,5.0
229.0,13.539452685206024,1.6527647152745684,14.914339722262488,11.705756388902664,3.0
230.0,11.356162500004485,1.4228002593107938,13.91825305554602,8.587545833322737,13.0
231.0,14.522879166669314,,14.522879166669314,14.522879166669314,1.0
232.0,7.342678888837496,,7.342678888837496,7.342678888837496,1.0
233.0,10.515981777773963,3.4308872920639963,14.11959249999788,2.217635833289888,10.0
234.0,12.002652592592773,1.5065982728050498,13.609626388880944,10.622048055529596,3.0
235.0,12.11736519841921,0.9607301180096377,13.794037777781488,11.236668333344989,7.0
236.0,11.913990972240764,3.1841472083951223,14.165523055593171,9.66245888888836,2.0
237.0,13.810186111132303,0.360822448283641,14.065326111117999,13.55504611114661,2.0
